11355
12051
13727
3809
1533
2747
11929
61
8349
13157
13585
2371
11525
8773
6447
14509
11377
315
391
3145
13001
11823
2283
12155
13773
8723
14527
6375
3229
5115
15005
15445
1929
6521
10813
10785
13425
9837
12137
10323
